region_name,month,electricity_rate,gas_rate,avg_monthly_consumption_kwh,avg_monthly_bill,heating_degree_days,cooling_degree_days
Jefferson County,Jan,0.1501599915897756,1.7747404310404296,1679.551546761543,252.2014461363079,434,161
Jefferson County,Feb,0.1501599915897756,1.7747404310404296,1803.0284035421405,270.74272991201434,797,165
Jefferson County,Mar,0.11550768583828894,0.985966906133572,1054.7287291604553,121.82927469248361,80,185
Jefferson County,Apr,0.11550768583828894,0.985966906133572,1147.1864279634167,132.50884951914722,90,161
Jefferson County,May,0.11550768583828894,0.985966906133572,929.3570513349082,107.34788231719114,212,98
Jefferson County,Jun,0.1848122973412623,0.3943867624534288,1530.2401437582669,282.8071964517888,266,495
Jefferson County,Jul,0.1848122973412623,0.3943867624534288,1718.3620444214012,317.5744370935474,221,408
Jefferson County,Aug,0.1848122973412623,0.3943867624534288,1116.3026726814514,206.30646146645023,291,319
Jefferson County,Sep,0.11550768583828894,0.985966906133572,1372.4718938616538,158.53105233805334,172,149
Jefferson County,Oct,0.11550768583828894,0.985966906133572,1212.3228557967273,140.03260756194564,263,136
Jefferson County,Nov,0.11550768583828894,0.985966906133572,962.6020797893727,111.1879386195944,100,124
Jefferson County,Dec,0.1501599915897756,1.7747404310404296,1222.9216544764124,183.63390535113257,655,77
Madison County,Jan,0.14810071765733607,1.7476783590464855,1208.919387803626,179.04182892358438,609,146
Madison County,Feb,0.14810071765733607,1.7476783590464855,1520.7236490853359,225.22026378802113,331,164
Madison County,Mar,0.11392362896718158,0.9709324216924919,1231.068391121794,140.24777862338445,192,57
Madison County,Apr,0.11392362896718158,0.9709324216924919,1114.5935323629647,126.97854003013869,129,182
Madison County,May,0.11392362896718158,0.9709324216924919,1245.163542043467,141.85354936722155,149,67
Madison County,Jun,0.18227780634749055,0.3883729686769968,1572.3671854924878,286.60764134434845,151,493
Madison County,Jul,0.18227780634749055,0.3883729686769968,1217.182169749048,221.86529582713533,78,564
Madison County,Aug,0.18227780634749055,0.3883729686769968,1688.0318450889931,307.69074176752866,226,323
Madison County,Sep,0.11392362896718158,0.9709324216924919,911.2591690728453,103.81395147039703,188,75
Madison County,Oct,0.11392362896718158,0.9709324216924919,882.9237887142255,100.58588211177765,236,160
Madison County,Nov,0.11392362896718158,0.9709324216924919,1432.6809647651644,163.21621465825035,168,69
Madison County,Dec,0.14810071765733607,1.7476783590464855,1934.2436787209415,286.4628769427372,541,164
Marshall County,Jan,0.1876495774271463,2.131857247357754,1871.7336045396312,351.23001994805117,514,199
Marshall County,Feb,0.1876495774271463,2.131857247357754,1486.1341136984224,278.8724384355756,525,59
Marshall County,Mar,0.14434582879011254,1.1843651374209743,994.9627701852486,143.61872567769598,111,143
Marshall County,Apr,0.14434582879011254,1.1843651374209743,987.653957189698,142.56372900838127,96,106
Marshall County,May,0.14434582879011254,1.1843651374209743,1059.950401894179,152.99941923782816,135,83
Marshall County,Jun,0.23095332606418006,0.47374605496838973,1324.3591962708347,305.8651612824335,96,498
Marshall County,Jul,0.23095332606418006,0.47374605496838973,1195.5844566452256,276.12420685285036,118,568
Marshall County,Aug,0.23095332606418006,0.47374605496838973,1432.519263830771,330.84508863272725,186,351
Marshall County,Sep,0.14434582879011254,1.1843651374209743,1212.4801454112228,175.0164514809391,140,74
Marshall County,Oct,0.14434582879011254,1.1843651374209743,1205.498630539333,174.00869893054568,105,107
Marshall County,Nov,0.14434582879011254,1.1843651374209743,1316.6039332605276,190.0462859348129,217,91
Marshall County,Dec,0.1876495774271463,2.131857247357754,2005.2436195899868,376.28311785454235,461,169
Mobile County,Jan,0.16648092715222473,2.1813580971210547,1641.5113145803557,273.28032558220485,454,168
Mobile County,Feb,0.16648092715222473,2.1813580971210547,1320.9060404761728,219.90566229944736,579,90
Mobile County,Mar,0.12806225165555749,1.211865609511697,1394.321922182991,178.56000488745886,242,146
Mobile County,Apr,0.12806225165555749,1.211865609511697,1369.3517380888682,175.36226688811166,272,131
Mobile County,May,0.12806225165555749,1.211865609511697,1163.576789241382,149.01026360439542,190,75
Mobile County,Jun,0.20489960264889198,0.48474624380467884,1497.6432227342689,306.8665012480577,172,538
Mobile County,Jul,0.20489960264889198,0.48474624380467884,1352.323243901747,277.0904953283286,107,398
Mobile County,Aug,0.20489960264889198,0.48474624380467884,1742.5300859713104,357.0437222192611,284,592
Mobile County,Sep,0.12806225165555749,1.211865609511697,884.3844865347145,113.25626867487959,293,114
Mobile County,Oct,0.12806225165555749,1.211865609511697,1238.6074997081523,158.61886533008624,115,199
Mobile County,Nov,0.12806225165555749,1.211865609511697,1337.4401788131463,171.27560075342294,126,162
Mobile County,Dec,0.16648092715222473,2.1813580971210547,1793.8162212781988,298.63618765909484,505,120
Montgomery County,Jan,0.15368819253838698,2.098910952885007,1785.174226381374,274.3602002186666,389,184
Montgomery County,Feb,0.15368819253838698,2.098910952885007,1967.6746362755182,302.4083583528124,767,89
Montgomery County,Mar,0.11822168656798997,1.1660616404916706,1073.298125169114,126.88711454775425,220,182
Montgomery County,Apr,0.11822168656798997,1.1660616404916706,1254.8187171739835,148.34678508138992,249,190
Montgomery County,May,0.11822168656798997,1.1660616404916706,1282.8257128961156,151.65781935136286,217,194
Montgomery County,Jun,0.18915469850878397,0.4664246561966683,1347.702134335372,254.92419089985196,123,439
Montgomery County,Jul,0.18915469850878397,0.4664246561966683,1196.7335500705315,226.3677738589381,175,426
Montgomery County,Aug,0.18915469850878397,0.4664246561966683,1598.2718329887966,302.32062670407737,68,474
Montgomery County,Sep,0.11822168656798997,1.1660616404916706,1079.1380976147318,127.57752593978579,278,56
Montgomery County,Oct,0.11822168656798997,1.1660616404916706,1197.9148258986495,141.61951108253842,100,187
